CNPJ,REGISTRO_OPERADORA,Modalidade,UF,StatusCadastro
42940528000190,304344,Cooperativa Médica,MG,Ativo
80871551000160,370681,Cooperativa Médica,PR,Ativo
8315806000180,336467,Cooperativa Médica,PB,Ativo
38499547000156,353060,Cooperativa Médica,MG,Ativo
41687179000184,355593,Cooperativa Médica,MG,Ativo
89870547000151,311375,Cooperativa Médica,RS,Ativo
28806545000109,323993,Cooperativa Médica,RJ,Ativo
89100135000132,362832,Cooperativa Médica,RS,Ativo
87607149000111,319384,Cooperativa Médica,RS,Ativo
77781706000162,349712,Cooperativa Médica,PR,Ativo
730439000170,353876,Cooperativa Médica,MG,Ativo
1012474000116,343722,Cooperativa Médica,MG,Ativo
87096616000196,352501,Cooperativa Médica,RS,Ativo
5657234000120,337374,Cooperativa Médica,RO,Ativo
41781949000153,316148,Cooperativa Médica,MG,Ativo
11214624000128,344885,Cooperativa Médica,PE,Ativo
49210966000142,311847,Cooperativa Médica,SP,Ativo
81715716000177,306100,Cooperativa Médica,PR,Ativo
41511429000120,316458,Cooperativa Médica,PI,Ativo
69612158000119,313475,Cooperativa Médica,PI,Ativo
3980208000102,342386,Cooperativa Médica,MS,Ativo
2322043000119,306762,Cooperativa Médica,SP,Ativo
76767219000182,371254,Cooperativa Médica,PR,Ativo
33546979000157,305472,Cooperativa Médica,GO,Ativo
89640452000141,350648,Cooperativa Médica,RS,Ativo
92316124000107,328375,Cooperativa Médica,RS,Ativo
532888000103,353698,Cooperativa Médica,RS,Ativo
68709211000131,330566,Cooperativa Médica,RJ,Ativo
84313741000112,337871,Cooperativa Médica,AC,Ativo
37275625000176,320251,Cooperativa Médica,GO,Ativo
24676884000167,359777,Cooperativa Médica,MT,Ativo
58837188000107,346276,Cooperativa Médica,SP,Ativo
87497368000195,319708,Cooperativa Médica,RS,Ativo
60214517000105,331872,Cooperativa Médica,SP,Ativo
45100138000109,335100,Cooperativa Médica,SP,Ativo
10414182000109,416801,Medicina de Grupo,SP,Ativo
4487255000181,701,Seguradora Especializada em Saúde,SP,Ativo
13360276000122,337668,Cooperativa Médica,SE,Ativo
87827689000100,325571,Cooperativa Médica,RS,Ativo
45399961000159,348295,Cooperativa Médica,SP,Ativo
24294787000100,343153,Cooperativa Médica,PB,Ativo
71064539000152,324175,Cooperativa Médica,MG,Ativo
66916305000156,327468,Cooperativa Médica,SP,Ativo
32440968000125,320706,Cooperativa Médica,ES,Ativo
57149775000140,353027,Cooperativa Médica,SP,Ativo
45359213000142,354031,Cooperativa Médica,SP,Ativo
25329079000120,323926,Cooperativa Médica,MG,Ativo
71186886000158,327638,Cooperativa Médica,MG,Ativo
25471574000179,370088,Cooperativa Médica,MG,Ativo
66453168000160,327352,Cooperativa Médica,MG,Ativo
66343559000122,316881,Cooperativa Médica,MG,Ativo
7241136000132,353353,Cooperativa Médica,PI,Ativo
42855999000109,359033,Cooperativa Médica,MG,Ativo
64388812000139,364070,Cooperativa Médica,MG,Ativo
946953000147,337498,Cooperativa Médica,RJ,Ativo
17774738000109,354066,Cooperativa Médica,MG,Ativo
17790718000121,384577,Cooperativa Médica,MG,Ativo
92128610000193,335541,Cooperativa Médica,RS,Ativo
16991945000152,359289,Cooperativa Médica,MG,Ativo
86483542000188,337561,Cooperativa Médica,MG,Ativo
87306361000149,313211,Cooperativa Médica,RS,Ativo
747041000146,302228,Cooperativa Médica,GO,Ativo
70523899000102,370975,Cooperativa Médica,MT,Ativo
1773319000112,334511,Cooperativa Médica,SP,Ativo
80525652000189,308811,Cooperativa Médica,PR,Ativo
2597394000132,314099,Cooperativa Médica,MT,Ativo
88258884000120,356417,Cooperativa Médica,RS,Ativo
40853020000120,323268,Cooperativa Médica,PE,Ativo
1371135000126,311057,Cooperativa Médica,MG,Ativo
17845504000105,344729,Cooperativa Médica,MG,Ativo
71499792000139,317896,Cooperativa Médica,MG,Ativo
1659087000176,342131,Cooperativa Médica,RO,Ativo
27578434000120,357391,Cooperativa Médica,ES,Ativo
66343534000129,314587,Cooperativa Médica,MG,Ativo
42163881000101,393321,Cooperativa Médica,RJ,Ativo
28630531000187,343731,Cooperativa Médica,RJ,Ativo
1141489000184,414891,Cooperativa odontológica,PE,Ativo
2988689000130,403512,Cooperativa odontológica,AL,Ativo
390564000188,340120,Cooperativa odontológica,SP,Ativo
629608000180,383929,Cooperativa odontológica,BA,Ativo
66095423000140,327093,Cooperativa odontológica,SP,Ativo
15308521000188,368555,Cooperativa odontológica,PA,Ativo
87303772000180,353752,Cooperativa odontológica,RS,Ativo
1751280000132,343919,Cooperativa odontológica,RN,Ativo
69015113000167,347604,Cooperativa odontológica,SP,Ativo
32844169000114,349283,Cooperativa odontológica,SE,Ativo
65442162000125,316997,Cooperativa odontológica,SP,Ativo
1856688000179,362824,Cooperativa odontológica,SP,Ativo
14922000158,311669,Cooperativa odontológica,SP,Ativo
1946395000182,347477,Cooperativa odontológica,SP,Ativo
22130000125,347302,Cooperativa odontológica,SP,Ativo
51304798000104,350494,Cooperativa odontológica,SP,Ativo
3511888000115,347183,Cooperativa odontológica,MS,Ativo
3005846000102,402516,Cooperativa odontológica,RJ,Ativo
855599000145,354686,Cooperativa odontológica,SP,Ativo
16325896000119,400556,Cooperativa odontológica,BA,Ativo
2015569000156,301647,Cooperativa odontológica,SP,Ativo
23725062000166,335258,Cooperativa odontológica,CE,Ativo
2085247000183,309257,Cooperativa odontológica,SP,Ativo
12923462000160,361569,Cooperativa odontológica,PB,Ativo
59527440000144,347795,Cooperativa odontológica,SP,Ativo
63062350000100,369462,Cooperativa odontológica,SP,Ativo
847821000168,344681,Cooperativa odontológica,SP,Ativo
82239476000144,350770,Cooperativa odontológica,PR,Ativo
23031479000129,311391,Cooperativa odontológica,AM,Ativo
37496767000163,343404,Cooperativa odontológica,MT,Ativo
1592738000158,336238,Cooperativa odontológica,SP,Ativo
2064028000118,331104,Cooperativa odontológica,SP,Ativo
172586000171,336017,Cooperativa odontológica,SP,Ativo
24125122000172,305740,Cooperativa odontológica,PE,Ativo
2948490000188,403997,Cooperativa odontológica,AC,Ativo
96609292000133,349011,Cooperativa odontológica,SP,Ativo
2742094000108,336025,Cooperativa odontológica,RO,Ativo
13416391000171,310107,Cooperativa odontológica,BA,Ativo
1221295000199,378682,Cooperativa odontológica,SP,Ativo
2338268000163,342203,Cooperativa odontológica,SC,Ativo
826676000139,373109,Cooperativa odontológica,SP,Ativo
58702853000155,334243,Cooperativa odontológica,SP,Ativo
73162760000179,313751,Cooperativa odontológica,SP,Ativo
1902941000183,350290,Cooperativa odontológica,SP,Ativo
2418863000109,359726,Cooperativa odontológica,RJ,Ativo
1422924000149,350630,Cooperativa odontológica,SP,Ativo
44595858000111,314315,Cooperativa odontológica,SP,Ativo
37256591000172,358339,Cooperativa odontológica,GO,Ativo
199703000190,313807,Cooperativa odontológica,MS,Ativo
2580965000126,370711,Cooperativa odontológica,ES,Ativo
119565000192,341894,Cooperativa odontológica,RS,Ativo
891689000191,358436,Cooperativa odontológica,GO,Ativo
531736000196,343056,Cooperativa odontológica,SP,Ativo
24243925000121,321125,Cooperativa odontológica,AL,Ativo
1367538000100,381144,Cooperativa odontológica,PR,Ativo
1066312000160,382337,Cooperativa odontológica,RJ,Ativo
2313780000155,303291,Cooperativa odontológica,RN,Ativo
2768410000102,419729,Cooperativa odontológica,MG,Ativo
96396395000162,361593,Cooperativa odontológica,SP,Ativo
2772726000178,402109,Cooperativa odontológica,BA,Ativo
52204526000197,346004,Cooperativa odontológica,SP,Ativo
2260283000136,378941,Cooperativa odontológica,SP,Ativo
82621210000161,315818,Cooperativa odontológica,PR,Ativo
88938089000182,366439,Cooperativa odontológica,RS,Ativo
26185199000163,344451,Cooperativa odontológica,MG,Ativo
3150035000103,406121,Cooperativa odontológica,RJ,Ativo
2662309000172,367966,Cooperativa odontológica,RS,Ativo
72120124000111,305421,Cooperativa odontológica,RS,Ativo
1290793000193,327441,Cooperativa odontológica,MG,Ativo
2033677000151,314871,Cooperativa odontológica,GO,Ativo
54912241000136,335525,Cooperativa odontológica,SP,Ativo
53206108000100,303259,Cooperativa odontológica,SP,Ativo
2030488000125,319350,Cooperativa odontológica,SP,Ativo
17333055000116,370568,Cooperativa odontológica,MG,Ativo
2149799000108,382655,Cooperativa odontológica,SP,Ativo
8237810000178,345318,Cooperativa odontológica,RN,Ativo
24705602000102,420808,Administradora de Benefícios,MG,Ativo
29045908000101,421278,Administradora de Benefícios,SP,Ativo
43707578000195,423114,Administradora de Benefícios,ES,Ativo
46426569000114,423335,Medicina de Grupo,DF,Ativo
67363341000100,413348,Odontologia de Grupo,SP,Ativo
34608096000197,422134,Medicina de Grupo,SP,Ativo
11076382000153,418137,Medicina de Grupo,BA,Ativo
60398077000193,424609,Medicina de Grupo,PE,Ativo
4745753000187,414581,Medicina de Grupo,BA,Ativo
44060892000191,423131,Administradora de Benefícios,RJ,Ativo
34811615000110,422126,Administradora de Benefícios,ES,Ativo
27841404000164,422223,Administradora de Benefícios,SP,Ativo
16384621000156,419061,Odontologia de Grupo,AM,Ativo
29754208000188,424048,Medicina de Grupo,PE,Ativo
33592510000154,345695,Autogestão,RJ,Ativo
11340037000185,417301,Administradora de Benefícios,MG,Ativo
12091127000142,417581,Administradora de Benefícios,MG,Ativo
51512067000146,423751,Administradora de Benefícios,SP,Ativo
51421959000131,424013,Medicina de Grupo,MG,Ativo
23532987000190,420018,Administradora de Benefícios,RJ,Ativo
37843959000107,424412,Administradora de Benefícios,MG,Ativo
30168875000168,422240,Administradora de Benefícios,RJ,Ativo
63782108000101,424773,Medicina de Grupo,AM,Ativo
41248894000110,422835,Medicina de Grupo,SP,Ativo
9164784000168,416789,Administradora de Benefícios,SP,Ativo
864888000100,344443,Medicina de Grupo,ES,Ativo
1648339000161,414905,Medicina de Grupo,MG,Ativo
50991788000113,423831,Medicina de Grupo,BA,Ativo
62170242000180,424722,Medicina de Grupo,SP,Ativo
46682893000101,423378,Administradora de Benefícios,SP,Ativo
29604093000145,422592,Administradora de Benefícios,SP,Ativo
37880952000157,361461,Autogestão,GO,Ativo
4911101000175,414662,Odontologia de Grupo,PR,Ativo
40208487000117,422657,Administradora de Benefícios,RJ,Ativo
58054221000122,424480,Medicina de Grupo,RN,Ativo
7983974000181,417122,Administradora de Benefícios,SP,Ativo
37319040000100,422487,Medicina de Grupo,SP,Ativo
43999424000114,414247,Autogestão,PR,Ativo
27119150000175,421049,Odontologia de Grupo,ES,Ativo
19112659000168,419231,Administradora de Benefícios,MG,Ativo
1127309000100,351628,Odontologia de Grupo,SC,Ativo
33331873000136,421936,Administradora de Benefícios,RJ,Ativo
40860943000109,423084,Administradora de Benefícios,SP,Ativo
46024429000110,423505,Administradora de Benefícios,SP,Ativo
53011948000109,424111,Administradora de Benefícios,SP,Ativo
37354048000108,422380,Medicina de Grupo,MG,Ativo
43227118000160,423092,Odontologia de Grupo,MG,Ativo
58014237000101,424315,Administradora de Benefícios,RJ,Ativo
2811372000123,400882,Odontologia de Grupo,SP,Ativo
28023703000154,407534,Medicina de Grupo,RJ,Ativo
33379144000150,421944,Medicina de Grupo,SP,Ativo
3607971000192,410942,Medicina de Grupo,RJ,Cancelado
41788751000100,422908,Administradora de Benefícios,SP,Cancelado
18108766000150,419575,Administradora de Benefícios,SP,Cancelado
50928563000112,320439,Medicina de Grupo,SP,Cancelado
3246912000136,406821,Odontologia de Grupo,SP,Cancelado
938157000162,36622,Odontologia de Grupo,SP,Cancelado
4220477000133,413763,Odontologia de Grupo,PB,Cancelado
3459805000196,410683,Odontologia de Grupo,SP,Cancelado
43363241000108,344818,Odontologia de Grupo,SP,Cancelado
66852476000169,36252,Medicina de Grupo,SP,Cancelado
6370751000186,415791,Odontologia de Grupo,SP,Cancelado
60047891000163,305324,Medicina de Grupo,SP,Cancelado
6066190000126,416258,Odontologia de Grupo,SP,Cancelado
539806000152,406708,Medicina de Grupo,SP,Cancelado
31207622000119,421600,Administradora de Benefícios,RJ,Cancelado
945825000189,346616,Odontologia de Grupo,SP,Cancelado
7525246000126,417734,Administradora de Benefícios,RJ,Cancelado
2701366000113,417408,Administradora de Benefícios,SP,Cancelado
44043883000192,348694,Medicina de Grupo,SP,Cancelado
1164765000120,345440,Medicina de Grupo,PR,Cancelado
1057881000140,403342,Medicina de Grupo,SP,Cancelado
63501316000187,306347,Odontologia de Grupo,CE,Cancelado
18238980000120,348961,Autogestão,MG,Cancelado
33390170000189,316814,Autogestão,MG,Cancelado
60500121000124,379816,Autogestão,MG,Cancelado
43837152000156,326372,Autogestão,SP,Cancelado
3394682000152,408417,Medicina de Grupo,RS,Cancelado
1892950000130,400386,Odontologia de Grupo,BA,Cancelado
26134881000127,420671,Administradora de Benefícios,DF,Cancelado
85326544000109,413640,Medicina de Grupo,SC,Cancelado
35792555000106,409723,Autogestão,RJ,Cancelado
673500000194,37603,Autogestão,MG,Cancelado
9035280000148,417556,Administradora de Benefícios,SP,Cancelado
1785379000155,314641,Odontologia de Grupo,BA,Cancelado
1035838000183,318493,Medicina de Grupo,SP,Cancelado
8543312000153,419036,Odontologia de Grupo,SP,Cancelado
17646584000170,419117,Administradora de Benefícios,RJ,Cancelado
5961037000108,416312,Administradora,SP,Cancelado
47680798000123,377252,Autogestão,SP,Cancelado
17273560000112,419168,Medicina de Grupo,SP,Cancelado
1923403000175,35887,Medicina de Grupo,RJ,Cancelado
3506124000131,417190,Administradora de Benefícios,RJ,Cancelado
30110514000160,6807,Seguradora,RJ,Cancelado
3508797000120,410161,Medicina de Grupo,SP,Cancelado
2448974000168,414565,Odontologia de Grupo,RJ,Cancelado
2553028000181,400394,Medicina de Grupo,PE,Cancelado
2765314000100,405779,Medicina de Grupo,PE,Cancelado
96474572000181,402451,Autogestão,SP,Cancelado
3815561000137,411451,Medicina de Grupo,MG,Cancelado
22891640000171,419907,Administradora de Benefícios,MG,Cancelado
8854041000157,416452,Administradora de Benefícios,DF,Cancelado
395487000159,403598,Odontologia de Grupo,PR,Cancelado
3235278000136,406988,Medicina de Grupo,SP,Cancelado
2842732000154,410918,Autogestão,SP,Cancelado
60619202000148,351288,Autogestão,RJ,Cancelado
2933220000101,339601,Medicina de Grupo,SC,Cancelado
61573796000166,5177,Seguradora,SP,Cancelado
46514008000177,423360,Odontologia de Grupo,RO,Cancelado
1734302000156,363782,Medicina de Grupo,PI,Cancelado
42151266000185,6734,Seguradora,SP,Cancelado
1955454000189,6297,Seguradora,SP,Cancelado
42104919000175,314013,Medicina de Grupo,RJ,Cancelado
6292009000108,415324,Administradora,SP,Cancelado
4147982000108,415481,Odontologia de Grupo,TO,Cancelado
14688485000162,402419,Medicina de Grupo,BA,Cancelado
73664203000156,35577,Medicina de Grupo,RJ,Cancelado
36402816000199,418684,Administradora de Benefícios,ES,Cancelado
6258813000162,416975,Medicina de Grupo,SP,Cancelado
23637697009834,33947,Autogestão,SP,Cancelado
23637697006738,30999,Autogestão,PE,Cancelado
68789908000160,407861,Odontologia de Grupo,RJ,Cancelado
41981614000189,405418,Administradora,BA,Cancelado
3095061000178,404381,Medicina de Grupo,RJ,Cancelado
2195536000135,400939,Medicina de Grupo,RS,Cancelado
8407581000192,416771,Administradora de Benefícios,GO,Cancelado
1647404000134,403989,Odontologia de Grupo,SC,Cancelado
35933395000160,422177,Odontologia de Grupo,DF,Cancelado
8696647000101,416533,Odontologia de Grupo,MG,Cancelado
12584316000157,417807,Administradora de Benefícios,SP,Cancelado
88309620000158,313581,Autogestão,RS,Cancelado
3794227000144,413381,Odontologia de Grupo,MG,Cancelado
94093085000143,414671,Administradora,RS,Cancelado
56902018000133,357448,Medicina de Grupo,SP,Cancelado
937991000133,376248,Medicina de Grupo,RJ,Cancelado
2833898000104,311545,Medicina de Grupo,SC,Cancelado
36399673000103,31102,Medicina de Grupo,ES,Cancelado
1174098000166,413593,Odontologia de Grupo,SP,Cancelado
2341467000120,416894,Autogestão,AM,Cancelado
3012794000100,411485,Odontologia de Grupo,PE,Cancelado
774317000185,401978,Medicina de Grupo,RJ,Cancelado
1032102000151,401196,Medicina de Grupo,GO,Cancelado
3273381000170,409472,Odontologia de Grupo,RJ,Cancelado
62707369000196,400696,Medicina de Grupo,SP,Cancelado
3240945000179,407208,Medicina de Grupo,SP,Cancelado
33040981000150,8737,Seguradora,RJ,Cancelado
67865360000127,5819,Seguradora,SP,Cancelado
60723236000188,375268,Medicina de Grupo,SP,Cancelado
84638345000165,321338,Medicina de Grupo,RO,Cancelado
2756886000123,327107,Medicina de Grupo,SP,Cancelado
60123940000108,409782,Medicina de Grupo,SP,Cancelado
3538933000125,412431,Medicina de Grupo,ES,Cancelado
74215195000123,333221,Cooperativa Médica,SP,Cancelado
54832597000160,379573,Medicina de Grupo,SP,Cancelado
51722957000182,306622,Medicina de Grupo,SP,Cancelado
3991125000119,412384,Medicina de Grupo,RJ,Cancelado
43358647000100,302872,Medicina de Grupo,SP,Cancelado
42461863000106,5789,Seguradora,RJ,Cancelado
17514050000190,402711,Autogestão,MG,Cancelado
36250553000140,30067,Medicina de Grupo,RJ,Cancelado
70110952000143,400246,Medicina de Grupo,PB,Cancelado
65248650000104,324949,Medicina de Grupo,MG,Cancelado
95642856000177,401242,Odontologia de Grupo,PR,Cancelado
26143483000177,420662,Administradora de Benefícios,RJ,Cancelado
4388452000143,413755,Medicina de Grupo,SP,Cancelado
66077884000190,357871,Medicina de Grupo,SP,Cancelado
18271999000179,407666,Medicina de Grupo,MG,Cancelado
2980616000100,404217,Medicina de Grupo,MG,Cancelado
87235172000122,406660,Autogestão,RS,Cancelado
2025264000125,348091,Medicina de Grupo,SP,Cancelado
55804181000109,322466,Medicina de Grupo,SP,Cancelado
601848000176,39465,Medicina de Grupo,RJ,Cancelado
47411038000110,414379,Odontologia de Grupo,SP,Cancelado
3558438000188,414042,Odontologia de Grupo,MG,Cancelado
12547867000140,417980,Administradora de Benefícios,SP,Cancelado
34182196000102,304956,Medicina de Grupo,RJ,Cancelado
1368920000120,410063,Odontologia de Grupo,BA,Cancelado
3512840000121,411124,Odontologia de Grupo,SP,Cancelado
1221081000112,336521,Odontologia de Grupo,DF,Cancelado
65705485000164,415341,Administradora,SP,Cancelado
2434679000152,340880,Medicina de Grupo,RJ,Cancelado
42157511000161,372633,Autogestão,ES,Cancelado
12321565000150,418056,Administradora de Benefícios,SP,Cancelado
78905692000104,355763,Medicina de Grupo,PR,Cancelado
3298573000131,407704,Medicina de Grupo,SP,Cancelado
1259041000160,400297,Odontologia de Grupo,SP,Cancelado
4143881000150,415677,Odontologia de Grupo,PB,Cancelado
27251974000102,342637,Autogestão,ES,Cancelado
86986270000139,406929,Medicina de Grupo,RJ,Cancelado
12363132000167,417777,Administradora de Benefícios,RJ,Cancelado
33652645002020,405621,Autogestão,MA,Cancelado
32834780000161,378861,Autogestão,SE,Cancelado
2204517000128,409006,Odontologia de Grupo,BA,Cancelado
3716044000100,411264,Medicina de Grupo,RN,Cancelado
2306155000186,415979,Administradora,RJ,Cancelado
2160902000110,409618,Medicina de Grupo,RJ,Cancelado
87994125000162,330299,Medicina de Grupo,RS,Cancelado
2909017000191,377228,Autogestão,MG,Cancelado
39352042000127,311162,Autogestão,ES,Cancelado
63644132000176,335126,Medicina de Grupo,AM,Cancelado
10530170000131,417963,Odontologia de Grupo,RJ,Cancelado
3514610000100,411710,Medicina de Grupo,RS,Cancelado
597363000156,310301,Administradora de Benefícios,PR,Cancelado
51502821000167,323811,Medicina de Grupo,SP,Cancelado
611179000113,300055,Medicina de Grupo,MG,Cancelado
41224437000196,410314,Autogestão,PB,Cancelado
1055838000145,401757,Odontologia de Grupo,SP,Cancelado
73739674000186,301973,Medicina de Grupo,GO,Cancelado
52639572000119,304662,Medicina de Grupo,SP,Cancelado
173828000141,325767,Medicina de Grupo,RS,Cancelado
5351257000101,415847,Medicina de Grupo,PI,Cancelado
3161878000105,412546,Odontologia de Grupo,SP,Cancelado
100451000109,345202,Autogestão,MG,Cancelado
21727821000102,316253,Autogestão,ES,Cancelado
2912296000142,341509,Autogestão,RS,Cancelado
1025447000188,407852,Autogestão,SP,Cancelado
2895710000152,371068,Medicina de Grupo,RS,Cancelado
4827428000163,417858,Administradora de Benefícios,RJ,Cancelado
3216520000124,334685,Autogestão,MT,Cancelado
25104902000107,408506,Filantropia,MG,Cancelado
64928104000143,314692,Medicina de Grupo,SP,Cancelado
76106483000175,412872,Autogestão,PR,Cancelado
268691000109,406571,Autogestão,SP,Cancelado
83367342000414,344231,Medicina de Grupo,PA,Cancelado
19648054000196,339989,Autogestão,MG,Cancelado
1713268000133,326178,Autogestão,MG,Cancelado
18288191000102,369934,Autogestão,MG,Cancelado
60744463000190,344389,Medicina de Grupo,SP,Cancelado
1439565000132,38734,Autogestão,PR,Cancelado
60524550000131,300349,Autogestão,SP,Cancelado
28167773000186,354309,Autogestão,ES,Cancelado
26034967000188,365441,Autogestão,MG,Cancelado
54384631000261,351075,Autogestão,SP,Cancelado
87157319000103,336114,Autogestão,RS,Cancelado
76086248000189,39342,Autogestão,PR,Cancelado
16640708000147,384551,Autogestão,MG,Cancelado
44896827000109,304069,Medicina de Grupo,SP,Cancelado
20739801000180,364291,Filantropia,MG,Cancelado
42049072000173,406147,Autogestão,BA,Cancelado
61740791000180,340146,Medicina de Grupo,SP,Cancelado
86159340000185,321826,Medicina de Grupo,SC,Cancelado
38513000191,413861,Medicina de Grupo,DF,Cancelado
3276524000106,306428,Medicina de Grupo,MS,Cancelado
46035762000124,412554,Autogestão,SP,Cancelado
3819843000102,411981,Autogestão,PR,Cancelado
60878576000188,415049,Autogestão,SP,Cancelado
29496023000110,407372,Medicina de Grupo,RJ,Cancelado
63089205000105,338915,Autogestão,SP,Cancelado
28573376000104,412457,Medicina de Grupo,RJ,Cancelado
50460351000153,402923,Filantropia,SP,Cancelado
1007362000177,40960,Medicina de Grupo,RJ,Cancelado
75769414000189,30805,Autogestão,PR,Cancelado
51915072000108,411906,Autogestão,SP,Cancelado
12236483000107,418331,Medicina de Grupo,RS,Cancelado
12843433000198,418641,Medicina de Grupo,SP,Cancelado
37113180000128,355071,Autogestão,DF,Cancelado
10247253000118,417921,Administradora de Benefícios,RJ,Cancelado
449744000198,332682,Autogestão,DF,Cancelado
60851961000131,331660,Medicina de Grupo,SP,Cancelado
8381861000179,416321,Medicina de Grupo,MG,Cancelado
7438352000172,417041,Autogestão,MG,Cancelado
3124614000173,410454,Autogestão,SP,Cancelado
15236607000142,366846,Autogestão,BA,Cancelado
3468485000130,423475,Filantropia,MT,Cancelado
1711582000187,357910,Autogestão,ES,Cancelado
5679575000104,415031,Autogestão,SP,Cancelado
33518051000169,40322,Medicina de Grupo,RJ,Cancelado
87027595000157,336441,Medicina de Grupo,RS,Cancelado
18777383000174,356140,Autogestão,MG,Cancelado
36910693000105,331406,Autogestão,MT,Cancelado
40221442000182,338486,Autogestão,PR,Cancelado
28483261000129,394271,Filantropia,ES,Cancelado
505966000180,404586,Autogestão,DF,Cancelado
16634966000110,342998,Autogestão,MG,Cancelado
89407050000100,306771,Autogestão,RS,Cancelado
679365000194,413500,Autogestão,DF,Cancelado
16847592000111,410187,Autogestão,MG,Cancelado
5058037000194,411434,Autogestão,PA,Cancelado
759231000183,405388,Autogestão,CE,Cancelado
50815992000183,309214,Medicina de Grupo,SP,Cancelado
46520714000121,403288,Autogestão,SP,Cancelado
61986402000363,410381,Medicina de Grupo,MG,Cancelado
3123393000208,409812,Medicina de Grupo,RS,Cancelado
3123393000119,340472,Filantropia,RS,Cancelado
90730508000138,414743,Filantropia,RS,Cancelado
10579324000180,368644,Medicina de Grupo,CE,Cancelado
19905462000186,345164,Autogestão,MG,Cancelado
66069584000160,338044,Medicina de Grupo,SP,Cancelado
2781388000130,404721,Odontologia de Grupo,SP,Cancelado
490723000116,407097,Autogestão,SP,Cancelado
780223000119,408484,Autogestão,SP,Cancelado
190644000190,407658,Autogestão,SP,Cancelado
60000940000102,407577,Autogestão,SP,Cancelado
59642009000149,410705,Autogestão,SP,Cancelado
74347675000148,410616,Autogestão,SP,Cancelado
62650957000130,346292,Medicina de Grupo,SP,Cancelado
60919909000170,308421,Filantropia,SP,Cancelado
44860740000173,352527,Filantropia,SP,Cancelado
66835794000111,333328,Medicina de Grupo,SP,Cancelado
597931000119,358363,Autogestão,RJ,Cancelado
75202507000127,340103,Autogestão,PR,Cancelado
40336323000175,307220,Autogestão,PR,Cancelado
15413313000149,412724,Autogestão,MS,Cancelado
75214718000180,318019,Autogestão,PR,Cancelado
48292106000132,348252,Odontologia de Grupo,SP,Cancelado
50949528000180,358410,Autogestão,SP,Cancelado
11319473000172,417793,Administradora de Benefícios,MG,Cancelado
16711087000145,310280,Autogestão,MG,Cancelado
63026728000102,401986,Medicina de Grupo,SP,Cancelado
16837981000166,410152,Medicina de Grupo,MG,Cancelado
1769391000176,329371,Medicina de Grupo,SP,Cancelado
64163868000195,315290,Medicina de Grupo,SP,Cancelado
1517316000118,407682,Odontologia de Grupo,PE,Cancelado
360020000173,306436,Medicina de Grupo,BA,Cancelado
35312822000192,422207,Administradora de Benefícios,ES,Cancelado
27256000192,402371,Medicina de Grupo,SP,Cancelado
3996480000180,412449,Odontologia de Grupo,RJ,Cancelado
2012167000106,40142,Medicina de Grupo,SP,Cancelado
96328372000110,5967,Seguradora,SP,Cancelado
56991441000157,368865,Autogestão,SP,Cancelado
33448150000111,5355,Seguradora,RJ,Cancelado
17227422000105,371386,Autogestão,MG,Cancelado
16716417000195,386804,Autogestão,MG,Cancelado
61369856000123,317764,Autogestão,SP,Cancelado
60586450000130,385689,Autogestão,SP,Cancelado
9351546000161,417700,Odontologia de Grupo,RS,Cancelado
1541898000178,403148,Medicina de Grupo,BA,Cancelado
4099402000146,412988,Administradora,BA,Cancelado
86968187000137,356301,Odontologia de Grupo,BA,Cancelado
4200038000169,413178,Odontologia de Grupo,PR,Cancelado
33479023000180,333883,Autogestão,SP,Cancelado
59285411000113,328669,Autogestão,SP,Cancelado
33517640000122,389251,Autogestão,RJ,Cancelado
3445066000183,413135,Administradora,MG,Cancelado
30140222000170,6009,Seguradora,RJ,Cancelado
27053230000175,5274,Seguradora,ES,Cancelado
3079401000177,409979,Odontologia de Grupo,GO,Cancelado
60851615000153,346403,Autogestão,SP,Cancelado
44259372000102,419923,Autogestão,SP,Cancelado
19123288000110,419401,Administradora de Benefícios,SP,Cancelado
28651058000114,421251,Administradora de Benefícios,PI,Cancelado
15104490000143,5401,Seguradora,BA,Cancelado
92746189000184,5975,Seguradora,SP,Cancelado
28224918000133,421090,Medicina de Grupo,DF,Cancelado
664902000122,325058,Autogestão,MG,Cancelado
2918461000173,351563,Odontologia de Grupo,MG,Cancelado
30278428000161,354414,Autogestão,RJ,Cancelado
12419071000102,417904,Administradora de Benefícios,MG,Cancelado
62060751000150,401102,Medicina de Grupo,SP,Cancelado
4966545000108,384054,Filantropia,PA,Cancelado
4213255000193,414085,Medicina de Grupo,PA,Cancelado
51470078000100,400611,Medicina de Grupo,SP,Cancelado
22238351000178,419826,Odontologia de Grupo,DF,Cancelado
2719125000100,370363,Medicina de Grupo,SP,Cancelado
2090706000117,404730,Medicina de Grupo,SP,Cancelado
2979282000146,408255,Medicina de Grupo,GO,Cancelado
2726717000140,409081,Odontologia de Grupo,SP,Cancelado
807762000102,346411,Odontologia de Grupo,SP,Cancelado
4443729000193,414034,Odontologia de Grupo,PR,Cancelado
3454374000175,409758,Odontologia de Grupo,RS,Cancelado
18780232000175,419311,Medicina de Grupo,SP,Cancelado
753917000167,408247,Medicina de Grupo,RJ,Cancelado
3170887000154,409987,Odontologia de Grupo,SP,Cancelado
3005217000182,402354,Medicina de Grupo,SP,Cancelado
