registro_ans,cnpj,razao_social,status
424048,29754208000188,VALE PLANOS DE SAÚDE LTDA,ativo
345695,33592510000154,VALE S/A,ativo
417301,11340037000185,VALEM ADMINISTRADORA DE BENEFÍCIOS LTDA,ativo
417581,12091127000142,VALLOR ADMINISTRADORA DE BENEFÍCIOS LTDA,ativo
423751,51512067000146,VALOR SAUDE ADMINISTRADORA DE BENEFICIOS LTDA,ativo
424013,51421959000131,VCT PLANOS DE SAUDE LTDA,ativo
420018,23532987000190,VECTORIAL ADMINISTRADORA DE BENEFÍCIOS LTDA,ativo
424412,37843959000107,VETTOR ADMINISTRADORA DE BENEFICIOS LTDA,ativo
422240,30168875000168,VIDA & SAUDE ADMINISTRADORA DE PLANOS DE SAUDE LTDA,ativo
424773,63782108000101,VIDA E SAUDE ASSISTENCIA MEDICA LTDA.,ativo
422835,41248894000110,VIDA TOP MAIS SAÚDE OPERADORA DE PLANOS DE SAÚDE LTDA.,ativo
416789,9164784000168,VIDAMAX ADMINISTRADORA DE BENEFÍCIOS LTDA,ativo
344443,864888000100,VIDAPLAN SAÚDE LTDA. ,ativo
414905,1648339000161,VITA ASSISTÊNCIA A SAÚDE LTDA.,ativo
423831,50991788000113,VITACARE PLANOS DE SAUDE LTDA,ativo
424722,62170242000180,VITAPLENA OPERADORA DE PLANOS DE SAÚDE LTDA,ativo
423378,46682893000101,VITREA ADMINISTRADORA DE BENEFÍCIOS LTDA,ativo
422592,29604093000145,VITTA SAUDE ADMINISTRADORA DE BENEFICIOS LTDA.,ativo
361461,37880952000157,VIVACOM PLANOS DE SAÚDE,ativo
414662,4911101000175,VIVENTERIS LTDA,ativo
422657,40208487000117,VIVER BEM ADMINISTRADORA DE BENEFÍCIOS LTDA,ativo
424480,58054221000122,VIVER SAUDE LTDA,ativo
417122,7983974000181,"VOCÊ CLUBE DE BENEFÍCIOS SOCIAIS, SAÚDE E ODONTOLÓGICO LTDA",ativo
422487,37319040000100,VOCÊ TOTAL PLANOS DE SAÚDE LIMITADA,ativo
414247,43999424000114,VOLVO DO BRASIL VEÍCULOS LTDA.,ativo
421049,27119150000175,W. DENTAL PLANOS ODONTOLÓGICOS S.A,ativo
419231,19112659000168,WIN - ADMINISTRADORA DE BENEFÍCIOS LTDA,ativo
351628,1127309000100,WM ADMINISTRAÇÃO DE PLANOS ODONTOLÓGICOS LTDA.,ativo
421936,33331873000136,WRE BENEFÍCIOS EM SAÚDE  LTDA,ativo
423084,40860943000109,XIPP INTEGRADORA E ADMINISTRADORA DE BENEFICIOS LTDA,ativo
423505,46024429000110,XP ADMINISTRADORA DE BENEFÍCIOS LTDA.,ativo
424111,53011948000109,YELLOW ADMINISTRADORA DE BENEFÍCIOS LTDA,ativo
422380,37354048000108,YOU ASSISTÊNCIA MÉDICA LTDA.,ativo
423092,43227118000160,YOU ODONTO LTDA.,ativo
424315,58014237000101,ZEUX ADMINISTRADORA DE BENEFICIOS LTDA,ativo
419354,14927215000167,ZURICH SANTANDER BRASIL ODONTO LTDA.,ativo
400882,2811372000123,ÁPICE ODONTO ASSISTÊNCIA ODONTOLÓGICA LTDA,ativo
407534,28023703000154,ÔNIX OPERADORA DE PLANOS DE SAÚDE LTDA,ativo
421944,33379144000150,ÚNICA ASSISTENCIA MEDICA LTDA ,ativo
410942,3607971000192,24 HORAS SISTEMA DE SAUDE S/C LTDA,cancelado
422908,41788751000100,3S ADMINISTRADORA DE BENEFICIOS LTDA,cancelado
419575,18108766000150,A LA SANTE ADMINISTRADORA DE BENEFICIO LTDA.,cancelado
320439,50928563000112,A M P ASSISTENCIA MEDICA PAULISTA S/C LTDA,cancelado
406821,3246912000136,A ORAL OESTE'S ASSISTENCIA EM ODONTOLOGIA S/C LTDA,cancelado
36622,938157000162,A P ASSISTENCIA ODONTOLOGICA S/C LTDA,cancelado
413763,4220477000133,A S ASSISTENCIA ODONTOLOGICA LTDA.,cancelado
410683,3459805000196,A. J. S. ODONTOLOGIA S/C LTDA,cancelado
344818,43363241000108,A.I.S. -  ASSISTENCIA ODONTOLOGICA REUNIDA S/S LTDA,cancelado
36252,66852476000169,A.M.G. ASSISTENCIA MÉDICA GERAL S/C. LTDA.,cancelado
415791,6370751000186,A.M.P VENTURINI SERVIÇOS ODONTOLÓGICOS LTDA.,cancelado
305324,60047891000163,A.M.S. ASSESSORIA MÉDICO SOCIAL S/C LTDA,cancelado
416258,6066190000126,A.N.E. PLANOS ODONTOLÓGICOS LTDA ME,cancelado
406708,539806000152,A.P.S ASSISTÊNCIA PERSONALIZADA À SAÚDE LTDA,cancelado
421600,31207622000119,A4 ADMINISTRADORA DE BENEFICIOS LTDA,cancelado
346616,945825000189,ABADO KASSAB S/C LTDA.,cancelado
417734,7525246000126,ABBESS - ASSOCIAÇÃO BRASILEIRA DE BENEFICIOS E SEGURIDADE SOCIAL,cancelado
417408,2701366000113,ABC ASSISTENCIAL LTDA.,cancelado
348694,44043883000192,ABC CLÍNICAS S/C LTDA.,cancelado
345440,1164765000120,ABEFI - ASSOCIAÇAO BENEFICENTE EVANGÉLICA DE FOZ DO IGUAÇU,cancelado
403342,1057881000140,ABIAMT ASSOC.BENEF.INTERN.DE ASSIST.MED.AOS TRAB,cancelado
306347,63501316000187,ABS-ASSISTÊNCIA BUCAL SERVIÇOS S/C LTDA.,cancelado
348961,18238980000120,ACESITA ENERGÉTICA LTDA.,cancelado
316814,33390170000189,ACESITA S.A.,cancelado
379816,60500121000124,"ACESITA SERVIÇOS, COMÉRCIO .IND. E PARTICIPAÇOES LTDA",cancelado
326372,43837152000156,ACHESON DO BRASIL INDUSTRIA E COM. LTDA.,cancelado
408417,3394682000152,ACMED ASSISTÊNCIA MÉDICA LTDA,cancelado
400386,1892950000130,ADCON - ADMINISTRADORA DE CONVENIOS ODONTOLÓGICOS LTDA,cancelado
420671,26134881000127,ADDERE ADMINISTRADORA DE BENEFÍCIOS EIRELI,cancelado
413640,85326544000109,ADDMAKLER ADMINISTRADORA E CORRETORA DE SEGUROS LTDA,cancelado
409723,35792555000106,ADEFOMM - ASSOC. EX-ALUNOS ESCOLAS DE FORM DE OFICIAIS DA MARINHA  ,cancelado
37603,673500000194,ADLER PTI LTDA,cancelado
417556,9035280000148,ADM ADMINISTRADORA DE BENEFÍCIOS LTDA,cancelado
314641,1785379000155,ADM DE PLANOS DE ASSIST. ODONTOLOGICA PRODENT LTDA,cancelado
318493,1035838000183,ADMED ASS. E ADM. NA AREA DE SAUDE,cancelado
419036,8543312000153,ADMISA ASSISTENCIA ODONTOLOGICA LTDA,cancelado
418471,8543312000153,ADMISA ASSISTÊNCIA ODONTOLÓGICA LTDA,cancelado
419117,17646584000170,ADMPLAN ADMINISTRADORA DE BENEFICIOS LTDA,cancelado
416312,5961037000108,ADMSAÚDE SERVIÇOS DE SAÚDE LTDA,cancelado
377252,47680798000123,ADP BRASIL LTDA,cancelado
419168,17273560000112,ADPART M2 ADMINISTRAÇÃO E PARTICIPAÇÕES LTDA - EM LIQUIDAÇÃO EXTRAJUDICIAL,cancelado
35887,1923403000175,ADPLAM ASSISTENCIA MÉDICA LTDA.,cancelado
417190,3506124000131,ADPLAN ADMINISTRAÇÃO E PLANEJAMENTO DE BENEFÍCIOS LTDA,cancelado
6807,30110514000160,ADRESS SEGUROS E PREVIDENCIA S/A,cancelado
410161,3508797000120,ADRESS SÃO PAULO ASSISTENCIA MEDICA S/C LTDA,cancelado
414565,2448974000168,ADS -A ARTE DO DENTE SAUDAVEL S/C LTDA,cancelado
400394,2553028000181,ADSEG ADMINISTRACAO DE PLANOS DE SAÚDE LTDA,cancelado
405779,2765314000100,ADVANCE SAÚDE LTDA,cancelado
402451,96474572000181,ADVESP ASSOC DOS DEFICIENTES VISUAIS DO EST DE SP,cancelado
411451,3815561000137,ADW SERVIÇOS DE SAUDE S/C LTDA,cancelado
419907,22891640000171,AFFIANCE LIFE ADMINISTRADORA DE BENEFÍCIOS EM SAÚDE LTDA,cancelado
416452,8854041000157,AFINIDADE ADMINISTRADORA DE BENEFÍCIOS LTDA.,cancelado
403598,395487000159,AFONSO & VALLE S/C LTDA,cancelado
406988,3235278000136,AFRO-MED ASSISTENCIA MEDICA SC LTDA,cancelado
410918,2842732000154,AFUSIP - ASSOC. DOS FUNCIONÁRIOS DO SIST. PENITENCIÁRIO DE CAMPINAS E REGIÃO,cancelado
351288,60619202000148,AGA   S A,cancelado
339601,2933220000101,AGEMED SAÚDE LTDA - EM LIQUIDAÇÃO EXTRAJUDICIAL,cancelado
5177,61573796000166,AGF BRASIL SEGUROS S.A.,cancelado
423360,46514008000177,AGUERO PLANO ODONTOLOGICO LTDA,cancelado
363782,1734302000156,AHOL - ATENDIMENTO HOSPITALAR E ODONTOLÓGICO LTDA.,cancelado
6734,42151266000185,AIG BRASIL COMPANHIA DE SEGUROS,cancelado
6297,1955454000189,AIG LIFE COMPANHIA DE SEGUROS,cancelado
314013,42104919000175,AIS - ASSOCIAÇÃO PARA INVESTIMENTO SOCIAL,cancelado
415324,6292009000108,AITE GESTÃO EM SAÚDE LTDA.,cancelado
415481,4147982000108,ALANGARDES FERREIRA MOREIRA E CIA. LTDA.,cancelado
402419,14688485000162,ALBA - SERVIÇOS E PLANOS DE SAÚDE LTDA,cancelado
35577,73664203000156,ALBERT SABIN ASSISTENCIA MÉDICA LTDA.,cancelado
418684,36402816000199,ALBUQUERQUE ADMINISTRAÇÃO DE BENEFICIOS S/C LTDA.,cancelado
416975,6258813000162,ALCANCE SAÚDE LTDA,cancelado
33947,23637697009834,ALCOA ALUMINIO S/A,cancelado
30999,23637697006738,ALCOA ALUMINIO S/A.,cancelado
407861,68789908000160,ALES - APOIO LOGISTICO EQUIPAMENTOS E SERVIÇOS LTDA,cancelado
405418,41981614000189,ALFA SISTEMA FACILITE SAUDE LTDA,cancelado
404381,3095061000178,ALFAMED ASSISTÊNCIA MÉDICA HOSPITALAR LTDA,cancelado
400939,2195536000135,ALFHA SERVICE LTDA,cancelado
416771,8407581000192,ALIANÇA ADMINISTRADORA DE BENEFÍCIOS DE SAUDE S.A.,cancelado
403989,1647404000134,ALL DENT CONVÊNIOS ODONTOLÓGICOS LTDA.,cancelado
422177,35933395000160,ALLDEN ASSISTÊNCIA ODONTOLÓGICA LTDA,cancelado
416533,8696647000101,ALLPREV - ASSISTÊNCIA ODONTOLÓGICA LTDA,cancelado
417807,12584316000157,ALPER ADMINISTRADORA DE BENEFICIOS LTDA,cancelado
313581,88309620000158,ALSTOM ELEC S.A.,cancelado
413381,3794227000144,ALVA CLINICA ODONTOLÓGICA LTDA,cancelado
414671,94093085000143,AMA - ASSISTÊNCIA MÉDICA ADMINISTRADA S/S LTDA.,cancelado
389862,94093085000143,AMA ASSISTENCIA MÉDICA ADMINISTRADA LTDA.,cancelado
357448,56902018000133,AMA ASSISTÊNCIA MÉDICA LTDA,cancelado
376248,937991000133,AMA-ASSISTENCIA MÉDICA ALTERNATIVA LTDA,cancelado
311545,2833898000104,AMAD - ASSISTENCIA MÉDICA AMBULATORIAL E DOMICILIAR LTDA.,cancelado
31102,36399673000103,AMANCIO SERVIÇOS POSTUMOS LTDA,cancelado
413593,1174098000166,AMARAL & RAYMUNDINI LTDA.,cancelado
416894,2341467000120,AMAZONAS DISTRIBUIDORA DE ENERGIA S/A,cancelado
411485,3012794000100,AMB SAÚDE LTDA - ME,cancelado
401978,774317000185,AME - ASSISTÊNCIA MÉDICA EVANGÉLICA LTDA.,cancelado
401196,1032102000151,AME PLANOS DE SAÚDE LTDA,cancelado
409472,3273381000170,AMEDENT SERVIÇOS ODONTOLÓGICOS LTDA,cancelado
400696,62707369000196,AMENO SERVIÇO OPERACIONAL DE SAÚDE S/C LTDA.,cancelado
407208,3240945000179,AMERICAN CARE SISTEMA DE SAÚDE S/C LTDA,cancelado
8737,33040981000150,AMERICAN HOME DO BRASIL S.A,cancelado
5819,67865360000127,AMERICAN LIFE COMPANHIA DE SEGUROS,cancelado
375268,60723236000188,AMERICLÍNICAS ASSISTÊNCIA MÉDICA HOSPITALAR LTDA.,cancelado
321338,84638345000165,AMERON - ASSISTÊNCIA MÉDICA RONDÔNIA S/A. - EM LIQUIDAÇÃO EXTRAJUDICIAL,cancelado
327107,2756886000123,AMESP SISTEMA DE SAÚDE LTDA,cancelado
409782,60123940000108,AMESSUL - ASSISTÊNCIA MÉDICA SUL PAULISTA S/C LTDA.,cancelado
412431,3538933000125,AMESUL ASSISTENCIA MEDICA ESPECIALIZADA DO SUL LTDA,cancelado
333221,74215195000123,AMHPLA COOPERATIVA DE ASSISTENCIA MEDICA,cancelado
379573,54832597000160,AMHPLA PARTICIPACOES S/C LTDA,cancelado
306622,51722957000182,AMICO SAÚDE LTDA,cancelado
412384,3991125000119,AMIL PLANOS POR ADMINISTRAÇÃO LTDA,cancelado
302872,43358647000100,AMIL SAÚDE LTDA.,cancelado
5789,42461863000106,AMIL SEGURADORA S/A,cancelado
402711,17514050000190,"AMIPEME, ASSOCIAÇÃO MINEIRA DA MICRO PEQUENA E MÉDIA EMPRESA",cancelado
30067,36250553000140,AMIS ASSOC. MÉDICA INTERN. DO SERVIDOR PUBLICO,cancelado
400246,70110952000143,AMISAUDE ASSISTENCIA MEDICA INTEGRAL DE SAUDE LTDA,cancelado
324949,65248650000104,AML- ASSISTENCIA MEDICA LEOPOLDINENSE LTDA.,cancelado
401242,95642856000177,AMOD MARINGÁ - SERVIÇOS DE CONVÊNIO ODONTOLÓGICO S/C LTDA.,cancelado
420662,26143483000177,AMORIM ADMINISTRADORA DE BENEFÍCIOS,cancelado
413755,4388452000143,AMP SAUDE LTDA,cancelado
357871,66077884000190,AMPLIMED ASSISTENCIA MÉDICA S/C LTDA.,cancelado
407666,18271999000179,AMS-ASSISTÊNCIA MÉDICA À SAÚDE S/C LTDA,cancelado
404217,2980616000100,AMSCOM - CONSULTORIA EM SAÚDE LTDA.,cancelado
406660,87235172000122,ANDREAS STIHL MOTO SERRAS LTDA.,cancelado
348091,2025264000125,ANESTESIOLOGIA CLINICA S/C LTDA,cancelado
322466,55804181000109,ANIMA ASSESSORIA DE SERVIÇOS MEDICOS SS LTDA,cancelado
39465,601848000176,ANPARE CLINICA PEDIATRICA LTDA,cancelado
414379,47411038000110,ANTHARES EMPREENDIMENTOS S/A ,cancelado
414042,3558438000188,AOF - ASSISTÊNCIA ODONTOLÓGICA FAMILIAR LTDA.,cancelado
417980,12547867000140,AON AFFINITY ADMINISTRADORA DE BENEFÍCIOS LTDA,cancelado
304956,34182196000102,APAMESO ASSOCIAÇÃO PAN AMERICANA DE MEDICINA SOCIAL,cancelado
410063,1368920000120,APO - ADM.  DE PLANOS DE SAUDE E ODONTOLOGICOS,cancelado
411124,3512840000121,APO - ASSISTÊNCIA PERSONALIZADA ODONTOLÓGICA LTDA.,cancelado
336521,1221081000112,APPLES - ASSISTENCIA ODONTOLOGICA LTDA.,cancelado
415341,65705485000164,APS CONSULTORIA E ADMINISTRAÇAO DE SERVIÇOS DE SAUDE LTDA,cancelado
340880,2434679000152,AQUAFISIO CLINICA MEDICA LTDA,cancelado
372633,42157511000161,ARACRUZ CELULOSE S/A,cancelado
418056,12321565000150,ARAL ADMINISTRADORA DE BENEFICIOS LTDA,cancelado
355763,78905692000104,ARAUMED PRESTADORA DE SERVIÇOS MÉDICOS S/C LTDAI,cancelado
407704,3298573000131,ARAÇA PLANOS DE SAÚDE LTDA.,cancelado
400297,1259041000160,ARAÇAPLANO ASSISTÊNCIA DE SAÚDE S/C LTDA,cancelado
415677,4143881000150,ARCADA ASSISTÊNCIA ODONTOLÓGICA LTDA.,cancelado
342637,27251974000102,ARCELORMITTAL TUBARÃO COMERCIAL S.A,cancelado
406929,86986270000139,AROS - CONSULTORIA E PARTICIPAÇÃO LTDA,cancelado
417777,12363132000167,ASBEN ADMINISTRADORA DE BENEFÍCIOS - EIRELI,cancelado
405621,33652645002020,ASCB - ASSOCIAÇÀO DOS SERVIDORES CIVIS DO BRASIL,cancelado
378861,32834780000161,ASFISE SAÚDE SERVIÇO DE ASSISTÊNCIA MÉDICO HOSPITALAR,cancelado
409006,2204517000128,ASG ODONTOLOGIA SISTEMA DE PREVENCAO ORAL LTDA,cancelado
411264,3716044000100,ASL - ASSISTÊNCIA À SAÚDE LTDA,cancelado
415979,2306155000186,ASMED - ADMINISTRAÇÃO DE SERVIÇOS MÉDICOS LTDA,cancelado
409618,2160902000110,ASMED - ASSOCIAÇÃO MÉDICA DO ENGENHO DE DENTRO LTDA.,cancelado
330299,87994125000162,ASPECIR ASSINTENCIA MÉDICA LTDA,cancelado
377228,2909017000191,ASPEMG SAUDE,cancelado
311162,39352042000127,ASS.DOS PART.DA FUND. ESCELSA DE SEGURIDADE SOCIAL - APAFES,cancelado
335126,63644132000176,ASSESSORIA EM MEDICINA E ENGENHARIA DO TRABALHO LTDA.,cancelado
417963,10530170000131,ASSIM DENTSIM LTDA,cancelado
411710,3514610000100,ASSISMED - ASSISTÊNCIA E SAÚDE,cancelado
310301,597363000156,ASSISTANCE - ADMINISTRADORA DE BENEFÍCIOS S/S LTDA,cancelado
323811,51502821000167,ASSISTENCIA MEDICO HOSPITALAR SAO LUCAS S/A,cancelado
300055,611179000113,ASSISTENCIAL MASTER LTDA,cancelado
410314,41224437000196,ASSISTÊNCIA DE SAÚDE DOS SERVIDORES CIVIS PB LTDA,cancelado
401757,1055838000145,ASSISTÊNCIA MÉDICA ALTO TIETÊ LTDA,cancelado
301973,73739674000186,ASSISTÊNCIA MÉDICA INTEGRADA DE GOIÁS S/C,cancelado
304662,52639572000119,ASSISTÊNCIA MÉDICA SÃO PAULO S/A,cancelado
325767,173828000141,ASSISTÊNCIA MÉDICA SÃO PAULO-SUL S/C LTDA.,cancelado
415847,5351257000101,ASSISTÊNCIA MÉDICO-HOSPITALAR LTDA.,cancelado
412546,3161878000105,ASSISTÊNCIA ODONTOLÓGICA PERFIL S/C LTDA.,cancelado
345202,100451000109,ASSOC. BENEFICENTE DE AUX. MUTUO SERV. PUBLICO,cancelado
316253,21727821000102,ASSOC. BENEFICENTE DOS EMPREGADOS DA SAMARCO,cancelado
341509,2912296000142,ASSOC. DOS SÓC. DA SOC. BENEF. PORTUGUESA DO RIO GRANDE,cancelado
407852,1025447000188,ASSOC. POLICIAL DE ASSIST. SOCIAL GUARULHOS FCO DA ROCHA,cancelado
371068,2895710000152,ASSOC.DOS SOCIOS DA SOC.PORTUGUESA DE BEN.DE PELOTAS,cancelado
417858,4827428000163,"ASSOCIACAO BRASILEIRA DE SECURIDADE SOCIAL DOS SERVIDORES PUBLICOS FEDERAL, ESTADUAL, MUNCIPAL CIVIL E MILITAR ",cancelado
334685,3216520000124,ASSOCIACAO DOS FUNCIONARIOS DA FAZENDA DO ESTADO DE MATO GROSSO,cancelado
408506,25104902000107,ASSOCIACAO HOSPITALAR SANTA ROSALIA,cancelado
314692,64928104000143,ASSOCIACAO MEDICA E HOSPITALAR MATONENSE SC LTDA,cancelado
412872,76106483000175,ASSOCIACAO PARANAENSE DO MINISTERIO PUBLICO,cancelado
406571,268691000109,ASSOCIACAO POLICIAL DE ASSIST. SAUDE DA REGIAO DE BRAG PTA,cancelado
344231,83367342000414,ASSOCIAÇAO ADV. N. BRAS. DE PREV. E ASSIST. SAUDE,cancelado
339989,19648054000196,ASSOCIAÇAO BENEFICENTE DOS EMPREGADOS DA CEDROCACHOEIRA,cancelado
326178,1713268000133,ASSOCIAÇAO BENEFICENTE DOS EMPREGADOS DA CEDRONORTE,cancelado
369934,18288191000102,ASSOCIAÇAO BENEFICENTE DOS SERVIDORES DA PREFEITURA MUNICIPAL DE CONTAGEM,cancelado
344389,60744463000190,ASSOCIAÇAO BENEFICENTE ZENECA BRASIL,cancelado
38734,1439565000132,ASSOCIAÇAO BRASILEIRA DE ÉTICA E RESPEITO AO CIDADAO,cancelado
300349,60524550000131,ASSOCIAÇAO COMERCIAL DE SAO PAULO,cancelado
354309,28167773000186,ASSOCIAÇAO DE PESSOAL BANDES,cancelado
365441,26034967000188,ASSOCIAÇAO DOS EMPREGADOS DA SCEG,cancelado
351075,54384631000261,ASSOCIAÇAO DOS FORNECEDORES DE CANA DE PIRACICABA,cancelado
336114,87157319000103,ASSOCIAÇAO DOS FUNCIONARIOS DA FEBEM-AFUFE,cancelado
39342,76086248000189,ASSOCIAÇAO DOS SERVIDORES DA UFPR,cancelado
384551,16640708000147,ASSOCIAÇAO DOS TRABALHADORES DA COMIG- ATC,cancelado
304069,44896827000109,ASSOCIAÇAO HOSPITAL DE COTIA ,cancelado
35298,76106483000175,ASSOCIAÇAO PARANAENSE DO MINISTÉRIO PUBLICO,cancelado
364291,20739801000180,ASSOCIAÇAO SANTA CASA DE CARIDADE DE GUARANÉSIA,cancelado
406147,42049072000173,ASSOCIAÇÃO  BENEFICENTE P/ SERVIDORES PUBLICOS,cancelado
340146,61740791000180,ASSOCIAÇÃO AUXILIADORA DAS CLASSES LABORIOSAS - EM LIQUIDAÇÃO EXTRAJUDICIAL,cancelado
321826,86159340000185,ASSOCIAÇÃO BENEFICENTE BENTO CAVALHEIRO,cancelado
413861,38513000191,ASSOCIAÇÃO BENEFICENTE DA CAPITAL FED. DO BRASIL - BENECAP,cancelado
306428,3276524000106,ASSOCIAÇÃO BENEFICENTE DE CAMPO GRANDE,cancelado
412554,46035762000124,ASSOCIAÇÃO BENEFICENTE DOS EMPREGADOS DA RIGESA C PAP. LTDA,cancelado
411981,3819843000102,ASSOCIAÇÃO BENEFICENTE EVANGÉLICA MANAIN,cancelado
415049,60878576000188,ASSOCIAÇÃO BENEFICENTE FNV,cancelado
407372,29496023000110,ASSOCIAÇÃO BRASILEIRA DE REABILITAÇÃO MENTAL E FISICA,cancelado
338915,63089205000105,ASSOCIAÇÃO BRASILEIRA DOS EMPREGADOS EM TELECOMUNICAÇÕES,cancelado
412457,28573376000104,ASSOCIAÇÃO CASA DO VIAJANTE,cancelado
402923,50460351000153,ASSOCIAÇÃO CASA FONTE DA VIDA,cancelado
40960,1007362000177,ASSOCIAÇÃO CLUBE SALUTAR DE EDUCAÇÃO E CULTURA,cancelado
30805,75769414000189,ASSOCIAÇÃO COCAMAR,cancelado
411906,51915072000108,"ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E AGROPECUÁRIA DE SUMARÉ",cancelado
418331,12236483000107,ASSOCIAÇÃO CÍRCULO PLANOS DE SAÚDE,cancelado
418641,12843433000198,ASSOCIAÇÃO DA SANTA CASA SAÚDE DE LEME,cancelado
355071,37113180000128,ASSOCIAÇÃO DAS PIONEIRAS SOCIAIS,cancelado
417921,10247253000118,ASSOCIAÇÃO DE AJUDA MUTUA PARA INDUSTRIA COMERCIO E SERVIÇOS DO ESTADO DO RJ,cancelado
332682,449744000198,ASSOCIAÇÃO DE ASSISTÊNCIA AOS SERVIDORES DA FUNDAÇÃO EDUCACIONAL DISTRITO FEDERAL - EM LIQUIDAÇÃO EXTRAJUDICIAL,cancelado
331660,60851961000131,ASSOCIAÇÃO DE ASSISTÊNCIA MÚTUA À SAÚDE SBC,cancelado
416321,8381861000179,ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DOS BENEFICIÁRIOS DA SOBENCA - PREVCOOP SAÚDE,cancelado
417041,7438352000172,ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DOS SERVIDORES DO TRIBUNAL DO TRABALHO DA 3ª REGIÃO,cancelado
410454,3124614000173,ASSOCIAÇÃO DE BISPOS E PASTORES DA IURD,cancelado
366846,15236607000142,ASSOCIAÇÃO DE PAIS E MESTRES DO CENTRO EDUCACIONAL IMACULADA CON,cancelado
423475,3468485000130,ASSOCIAÇÃO DE PROTEÇÃO À MATERNIDADE E À INFANCIA DE CUIABÁ ,cancelado
357910,1711582000187,ASSOCIAÇÃO DE SAUDE DOS POLICIAIS E BOMBEIROS MILITARES DO ESPIRITO SANTO - EM LIQUIDAÇÃO EXTRAJUDICIAL,cancelado
415031,5679575000104,ASSOCIAÇÃO DE SAÚDE DOS SERVIDORES PÚBLICOS MUNICIPAIS DE FERNANDÓPOLIS,cancelado
40322,33518051000169,ASSOCIAÇÃO DO HOSPITAL EVANGÉLICO DO RIO DE JANEIRO,cancelado
336441,87027595000157,ASSOCIAÇÃO DO MINISTÉRIO PÚBLICO DO RIO GRANDE DO SUL,cancelado
356140,18777383000174,"ASSOCIAÇÃO DOS EMPREGADOS DA COPASA, DE SUAS SUBSIDIÁRIAS E PATROCINADAS - AECO",cancelado
331406,36910693000105,ASSOCIAÇÃO DOS FISCAIS DE TRIBUTOS ESTADUAIS DE MT - AESAF,cancelado
338486,40221442000182,ASSOCIAÇÃO DOS FUNCIONÁRIOS DO GRUPO POSITIVO,cancelado
394271,28483261000129,ASSOCIAÇÃO DOS FUNCIONÁRIOS PÚBLICOS DO ESPÍRITO SANTO,cancelado
404586,505966000180,ASSOCIAÇÃO DOS MAGISTRADOS DO DF E TERRITÓRIOS,cancelado
342998,16634966000110,ASSOCIAÇÃO DOS MAGISTRADOS MINEIROS,cancelado
306771,89407050000100,ASSOCIAÇÃO DOS PROCURADORES DO ESTADO DO RGS (APERGS),cancelado
413500,679365000194,ASSOCIAÇÃO DOS SERVIDORES DA CÂMARA DOS DEPUTADOS,cancelado
410187,16847592000111,ASSOCIAÇÃO DOS SERVIDORES DA UFMG,cancelado
411434,5058037000194,ASSOCIAÇÃO DOS SERVIDORES DO FISCO ESTADUAL DO PARÁ - ASFEPA,cancelado
405388,759231000183,ASSOCIAÇÃO DOS SERVIDORES PÚBLICOS BRASILEIROS,cancelado
309214,50815992000183,ASSOCIAÇÃO EVENGÉLICA BENEFICENTE DE SOROCABA,cancelado
403288,46520714000121,ASSOCIAÇÃO FEMININA DAS SERVIDORAS PÚBLICAS DO BRASIL,cancelado
410381,61986402000363,ASSOCIAÇÃO FILHAS DE SÃO CAMILO,cancelado
409812,3123393000208,ASSOCIAÇÃO FRANCISCANA DE ASSISTÊNCIA A SAÚDE,cancelado
340472,3123393000119,ASSOCIAÇÃO FRANCISCANA DE ASSISTÊNCIA À SAÚDE,cancelado
414743,90730508000138,ASSOCIAÇÃO HOSPITAL DE CARIDADE IJUI,cancelado
368644,10579324000180,ASSOCIAÇÃO INSTRUTORA MISSIONÁRIA,cancelado
345164,19905462000186,ASSOCIAÇÃO MINEIRA DO MINISTÉRIO PÚBLICO,cancelado
338044,66069584000160,ASSOCIAÇÃO MÉDICA DA REGIÃO METROPOLITANA DE CAMPINAS,cancelado
404721,2781388000130,ASSOCIAÇÃO ODONTOLÓGICA DE IPUÃ S/C LTDA.,cancelado
407097,490723000116,ASSOCIAÇÃO POLICIAL ASSISTENCIAL,cancelado
408484,780223000119,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE,cancelado
407658,190644000190,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE - CAMPINAS,cancelado
407577,60000940000102,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE - OURINHOS,cancelado
410705,59642009000149,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE MOGI DAS CRUZES - ,cancelado
410616,74347675000148,ASSOCIAÇÃO POLICIAL MILITAR DE ASSISTÊNCIA À SAÚDE,cancelado
346292,62650957000130,ASSOCIAÇÃO PORTUGUESA BENEFICENTE VASCO DA GAMA,cancelado
308421,60919909000170,ASSOCIAÇÃO PROTETORA DA INFÂNCIA PROVÍNCIA DE SÃO PAULO,cancelado
352527,44860740000173,ASSOCIAÇÃO PRUDENTINA DE EDUCAÇÃO E CULTURA,cancelado
333328,66835794000111,ASSOCIAÇÃO PRÓ-SAÚDE,cancelado
