CNPJ,RazaoSocial,Trimestre,Ano,ValorDespesas,Status
73967085000155.0,UNIMED NORTE DO MATO GROSSO COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,16783638.79,NOK
73967085000155.0,UNIMED NORTE DO MATO GROSSO COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,4000.0,NOK
73967085000155.0,UNIMED NORTE DO MATO GROSSO COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,178657.78,NOK
73967085000155.0,UNIMED NORTE DO MATO GROSSO COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,39633.93,NOK
73967085000155.0,UNIMED NORTE DO MATO GROSSO COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,58108.0,NOK
73967085000155.0,UNIMED NORTE DO MATO GROSSO COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,235881.86,NOK
73967085000155.0,UNIMED NORTE DO MATO GROSSO COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,53386.43,NOK
73967085000155.0,UNIMED NORTE DO MATO GROSSO COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,1168.54,NOK
73967085000155.0,UNIMED NORTE DO MATO GROSSO COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,6672.0,NOK
73967085000155.0,UNIMED NORTE DO MATO GROSSO COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,614479.59,NOK
730439000170.0,UNIMED PONTAL DO TRIÂNGULO - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,621725.62,NOK
730439000170.0,UNIMED PONTAL DO TRIÂNGULO - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,188163.88,NOK
730439000170.0,UNIMED PONTAL DO TRIÂNGULO - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,3080.0,NOK
730439000170.0,UNIMED PONTAL DO TRIÂNGULO - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,918.5,NOK
730439000170.0,UNIMED PONTAL DO TRIÂNGULO - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,5835.51,NOK
730439000170.0,UNIMED PONTAL DO TRIÂNGULO - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,13832.52,NOK
730439000170.0,UNIMED PONTAL DO TRIÂNGULO - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,12332.02,NOK
730439000170.0,UNIMED PONTAL DO TRIÂNGULO - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,91389.94,NOK
730439000170.0,UNIMED PONTAL DO TRIÂNGULO - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,38773.49,NOK
730439000170.0,UNIMED PONTAL DO TRIÂNGULO - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,140467.09,NOK
730439000170.0,UNIMED PONTAL DO TRIÂNGULO - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,1291479.22,NOK
730439000170.0,UNIMED PONTAL DO TRIÂNGULO - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,5791.27,NOK
730439000170.0,UNIMED PONTAL DO TRIÂNGULO - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,15166.35,NOK
730439000170.0,UNIMED PONTAL DO TRIÂNGULO - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,248095.17,NOK
730439000170.0,UNIMED PONTAL DO TRIÂNGULO - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,538157.94,NOK
730439000170.0,UNIMED PONTAL DO TRIÂNGULO - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,5157.85,NOK
730439000170.0,UNIMED PONTAL DO TRIÂNGULO - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,1885147.53,NOK
730439000170.0,UNIMED PONTAL DO TRIÂNGULO - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,4004795.22,NOK
730439000170.0,UNIMED PONTAL DO TRIÂNGULO - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,181.0,NOK
730439000170.0,UNIMED PONTAL DO TRIÂNGULO - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,1150.0,NOK
730439000170.0,UNIMED PONTAL DO TRIÂNGULO - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,1397.99,NOK
730439000170.0,UNIMED PONTAL DO TRIÂNGULO - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,6642.01,NOK
730439000170.0,UNIMED PONTAL DO TRIÂNGULO - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,21854.0,NOK
730439000170.0,UNIMED PONTAL DO TRIÂNGULO - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,904.32,NOK
730439000170.0,UNIMED PONTAL DO TRIÂNGULO - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,53.42,NOK
730439000170.0,UNIMED PONTAL DO TRIÂNGULO - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,2729.29,NOK
730439000170.0,UNIMED PONTAL DO TRIÂNGULO - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,19014.46,NOK
17774738000109.0,UNIMED UBERABA COOPERATIVA DE TRABALHO MEDICO LTDA.,1º Trimestre,2025,690023.47,NOK
17774738000109.0,UNIMED UBERABA COOPERATIVA DE TRABALHO MEDICO LTDA.,1º Trimestre,2025,10312494.5,NOK
17774738000109.0,UNIMED UBERABA COOPERATIVA DE TRABALHO MEDICO LTDA.,1º Trimestre,2025,1547796.25,NOK
17774738000109.0,UNIMED UBERABA COOPERATIVA DE TRABALHO MEDICO LTDA.,1º Trimestre,2025,4219056.88,NOK
17774738000109.0,UNIMED UBERABA COOPERATIVA DE TRABALHO MEDICO LTDA.,1º Trimestre,2025,445666.75,NOK
17774738000109.0,UNIMED UBERABA COOPERATIVA DE TRABALHO MEDICO LTDA.,1º Trimestre,2025,24529638.68,NOK
17774738000109.0,UNIMED UBERABA COOPERATIVA DE TRABALHO MEDICO LTDA.,1º Trimestre,2025,137.45,NOK
17774738000109.0,UNIMED UBERABA COOPERATIVA DE TRABALHO MEDICO LTDA.,1º Trimestre,2025,242459.15,NOK
17774738000109.0,UNIMED UBERABA COOPERATIVA DE TRABALHO MEDICO LTDA.,1º Trimestre,2025,11696607.14,NOK
17774738000109.0,UNIMED UBERABA COOPERATIVA DE TRABALHO MEDICO LTDA.,1º Trimestre,2025,8514.65,NOK
17774738000109.0,UNIMED UBERABA COOPERATIVA DE TRABALHO MEDICO LTDA.,1º Trimestre,2025,1359048.94,NOK
17774738000109.0,UNIMED UBERABA COOPERATIVA DE TRABALHO MEDICO LTDA.,1º Trimestre,2025,536479.34,NOK
17774738000109.0,UNIMED UBERABA COOPERATIVA DE TRABALHO MEDICO LTDA.,1º Trimestre,2025,378497.55,NOK
17774738000109.0,UNIMED UBERABA COOPERATIVA DE TRABALHO MEDICO LTDA.,1º Trimestre,2025,14557.13,NOK
17774738000109.0,UNIMED UBERABA COOPERATIVA DE TRABALHO MEDICO LTDA.,1º Trimestre,2025,8962430.56,NOK
17774738000109.0,UNIMED UBERABA COOPERATIVA DE TRABALHO MEDICO LTDA.,1º Trimestre,2025,1414.94,NOK
17774738000109.0,UNIMED UBERABA COOPERATIVA DE TRABALHO MEDICO LTDA.,1º Trimestre,2025,970499.75,NOK
17774738000109.0,UNIMED UBERABA COOPERATIVA DE TRABALHO MEDICO LTDA.,1º Trimestre,2025,271407.42,NOK
66191263000133.0,UNIMED JOÃO MONLEVADE COOPERATIVA DE TRABALHO MÉDICO LTDA.,1º Trimestre,2025,4116.75,NOK
87096616000196.0,UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA.,1º Trimestre,2025,803078.77,NOK
87096616000196.0,UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA.,1º Trimestre,2025,3590486.42,NOK
87096616000196.0,UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA.,1º Trimestre,2025,2281318.93,NOK
87096616000196.0,UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA.,1º Trimestre,2025,20664291.96,NOK
87096616000196.0,UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA.,1º Trimestre,2025,263229.57,NOK
87096616000196.0,UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA.,1º Trimestre,2025,159295.65,NOK
87096616000196.0,UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA.,1º Trimestre,2025,282162.26,NOK
87096616000196.0,UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA.,1º Trimestre,2025,525806.36,NOK
87096616000196.0,UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA.,1º Trimestre,2025,4827986.21,NOK
87096616000196.0,UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA.,1º Trimestre,2025,195.0,NOK
87096616000196.0,UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA.,1º Trimestre,2025,131936.44,NOK
87096616000196.0,UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA.,1º Trimestre,2025,2979138.12,NOK
87096616000196.0,UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA.,1º Trimestre,2025,22349.44,NOK
87096616000196.0,UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA.,1º Trimestre,2025,7099681.63,NOK
87096616000196.0,UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA.,1º Trimestre,2025,27307075.06,NOK
87096616000196.0,UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA.,1º Trimestre,2025,611868.7,NOK
87096616000196.0,UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA.,1º Trimestre,2025,13612726.53,NOK
87096616000196.0,UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA.,1º Trimestre,2025,49735.02,NOK
87096616000196.0,UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA.,1º Trimestre,2025,24615775.94,NOK
87096616000196.0,UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA.,1º Trimestre,2025,79277646.8,NOK
87096616000196.0,UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA.,1º Trimestre,2025,331404.09,NOK
87096616000196.0,UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA.,1º Trimestre,2025,462964.25,NOK
87096616000196.0,UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA.,1º Trimestre,2025,2375482.08,NOK
87096616000196.0,UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA.,1º Trimestre,2025,4340730.24,NOK
87096616000196.0,UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA.,1º Trimestre,2025,542432.05,NOK
87096616000196.0,UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA.,1º Trimestre,2025,1317133.99,NOK
87096616000196.0,UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA.,1º Trimestre,2025,7943395.05,NOK
87096616000196.0,UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA.,1º Trimestre,2025,10383929.78,NOK
87096616000196.0,UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA.,1º Trimestre,2025,3790.46,NOK
87096616000196.0,UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA.,1º Trimestre,2025,920536.34,NOK
87096616000196.0,UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA.,1º Trimestre,2025,2330.0,NOK
87096616000196.0,UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA.,1º Trimestre,2025,59601.71,NOK
87096616000196.0,UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA.,1º Trimestre,2025,2742380.06,NOK
87096616000196.0,UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA.,1º Trimestre,2025,275065.47,NOK
87096616000196.0,UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA.,1º Trimestre,2025,239630.5,NOK
87096616000196.0,UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA.,1º Trimestre,2025,1551461.43,NOK
7057185000110.0,UNIMED MARANHÃO DO SUL - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,1640239.1,NOK
7057185000110.0,UNIMED MARANHÃO DO SUL - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,106332.89,NOK
7057185000110.0,UNIMED MARANHÃO DO SUL - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,2571782.97,NOK
7057185000110.0,UNIMED MARANHÃO DO SUL - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,61406.85,NOK
7057185000110.0,UNIMED MARANHÃO DO SUL - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,1587254.13,NOK
7057185000110.0,UNIMED MARANHÃO DO SUL - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,11127.68,NOK
7057185000110.0,UNIMED MARANHÃO DO SUL - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,2959.56,NOK
7057185000110.0,UNIMED MARANHÃO DO SUL - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,89086.46,NOK
7057185000110.0,UNIMED MARANHÃO DO SUL - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,60360.57,NOK
7057185000110.0,UNIMED MARANHÃO DO SUL - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,312159.44,NOK
54370630000187.0,IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PIRACICABA,1º Trimestre,2025,37896.92,NOK
54370630000187.0,IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PIRACICABA,1º Trimestre,2025,14604723.24,NOK
54370630000187.0,IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PIRACICABA,1º Trimestre,2025,1484613.48,NOK
54370630000187.0,IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PIRACICABA,1º Trimestre,2025,49808.88,NOK
54370630000187.0,IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PIRACICABA,1º Trimestre,2025,29330301.22,NOK
1143922000110.0,UNIMED CACERES COOPERATIVA DE TRABALHO MÉDICO ,1º Trimestre,2025,130914.4,NOK
1143922000110.0,UNIMED CACERES COOPERATIVA DE TRABALHO MÉDICO ,1º Trimestre,2025,38883.87,NOK
66191263000133.0,UNIMED JOÃO MONLEVADE COOPERATIVA DE TRABALHO MÉDICO LTDA.,1º Trimestre,2025,5589.72,NOK
66191263000133.0,UNIMED JOÃO MONLEVADE COOPERATIVA DE TRABALHO MÉDICO LTDA.,1º Trimestre,2025,1068769.15,NOK
66191263000133.0,UNIMED JOÃO MONLEVADE COOPERATIVA DE TRABALHO MÉDICO LTDA.,1º Trimestre,2025,2539.13,NOK
66191263000133.0,UNIMED JOÃO MONLEVADE COOPERATIVA DE TRABALHO MÉDICO LTDA.,1º Trimestre,2025,8198.24,NOK
66191263000133.0,UNIMED JOÃO MONLEVADE COOPERATIVA DE TRABALHO MÉDICO LTDA.,1º Trimestre,2025,1551126.67,NOK
66191263000133.0,UNIMED JOÃO MONLEVADE COOPERATIVA DE TRABALHO MÉDICO LTDA.,1º Trimestre,2025,44380.5,NOK
66191263000133.0,UNIMED JOÃO MONLEVADE COOPERATIVA DE TRABALHO MÉDICO LTDA.,1º Trimestre,2025,293765.18,NOK
66191263000133.0,UNIMED JOÃO MONLEVADE COOPERATIVA DE TRABALHO MÉDICO LTDA.,1º Trimestre,2025,250.1,NOK
66191263000133.0,UNIMED JOÃO MONLEVADE COOPERATIVA DE TRABALHO MÉDICO LTDA.,1º Trimestre,2025,44987.29,NOK
66191263000133.0,UNIMED JOÃO MONLEVADE COOPERATIVA DE TRABALHO MÉDICO LTDA.,1º Trimestre,2025,3178928.07,NOK
66191263000133.0,UNIMED JOÃO MONLEVADE COOPERATIVA DE TRABALHO MÉDICO LTDA.,1º Trimestre,2025,132163.07,NOK
66191263000133.0,UNIMED JOÃO MONLEVADE COOPERATIVA DE TRABALHO MÉDICO LTDA.,1º Trimestre,2025,810302.8,NOK
66191263000133.0,UNIMED JOÃO MONLEVADE COOPERATIVA DE TRABALHO MÉDICO LTDA.,1º Trimestre,2025,216.31,NOK
66191263000133.0,UNIMED JOÃO MONLEVADE COOPERATIVA DE TRABALHO MÉDICO LTDA.,1º Trimestre,2025,54643.58,NOK
66191263000133.0,UNIMED JOÃO MONLEVADE COOPERATIVA DE TRABALHO MÉDICO LTDA.,1º Trimestre,2025,8393376.08,NOK
66191263000133.0,UNIMED JOÃO MONLEVADE COOPERATIVA DE TRABALHO MÉDICO LTDA.,1º Trimestre,2025,1866.22,NOK
66191263000133.0,UNIMED JOÃO MONLEVADE COOPERATIVA DE TRABALHO MÉDICO LTDA.,1º Trimestre,2025,7376.68,NOK
66191263000133.0,UNIMED JOÃO MONLEVADE COOPERATIVA DE TRABALHO MÉDICO LTDA.,1º Trimestre,2025,2281.03,NOK
66191263000133.0,UNIMED JOÃO MONLEVADE COOPERATIVA DE TRABALHO MÉDICO LTDA.,1º Trimestre,2025,456317.51,NOK
66191263000133.0,UNIMED JOÃO MONLEVADE COOPERATIVA DE TRABALHO MÉDICO LTDA.,1º Trimestre,2025,505.87,NOK
66191263000133.0,UNIMED JOÃO MONLEVADE COOPERATIVA DE TRABALHO MÉDICO LTDA.,1º Trimestre,2025,372.1,NOK
66191263000133.0,UNIMED JOÃO MONLEVADE COOPERATIVA DE TRABALHO MÉDICO LTDA.,1º Trimestre,2025,749.04,NOK
66191263000133.0,UNIMED JOÃO MONLEVADE COOPERATIVA DE TRABALHO MÉDICO LTDA.,1º Trimestre,2025,85756.98,NOK
1143922000110.0,UNIMED CACERES COOPERATIVA DE TRABALHO MÉDICO ,1º Trimestre,2025,72716.44,NOK
1143922000110.0,UNIMED CACERES COOPERATIVA DE TRABALHO MÉDICO ,1º Trimestre,2025,527887.95,NOK
1143922000110.0,UNIMED CACERES COOPERATIVA DE TRABALHO MÉDICO ,1º Trimestre,2025,734015.65,NOK
1143922000110.0,UNIMED CACERES COOPERATIVA DE TRABALHO MÉDICO ,1º Trimestre,2025,1964.31,NOK
1143922000110.0,UNIMED CACERES COOPERATIVA DE TRABALHO MÉDICO ,1º Trimestre,2025,13257.55,NOK
1143922000110.0,UNIMED CACERES COOPERATIVA DE TRABALHO MÉDICO ,1º Trimestre,2025,4668.66,NOK
1143922000110.0,UNIMED CACERES COOPERATIVA DE TRABALHO MÉDICO ,1º Trimestre,2025,7547.6,NOK
1143922000110.0,UNIMED CACERES COOPERATIVA DE TRABALHO MÉDICO ,1º Trimestre,2025,4449.53,NOK
1143922000110.0,UNIMED CACERES COOPERATIVA DE TRABALHO MÉDICO ,1º Trimestre,2025,8020.69,NOK
1143922000110.0,UNIMED CACERES COOPERATIVA DE TRABALHO MÉDICO ,1º Trimestre,2025,1175.83,NOK
1143922000110.0,UNIMED CACERES COOPERATIVA DE TRABALHO MÉDICO ,1º Trimestre,2025,1979.16,NOK
1143922000110.0,UNIMED CACERES COOPERATIVA DE TRABALHO MÉDICO ,1º Trimestre,2025,642.81,NOK
1143922000110.0,UNIMED CACERES COOPERATIVA DE TRABALHO MÉDICO ,1º Trimestre,2025,20866.61,NOK
1143922000110.0,UNIMED CACERES COOPERATIVA DE TRABALHO MÉDICO ,1º Trimestre,2025,4988.83,NOK
1143922000110.0,UNIMED CACERES COOPERATIVA DE TRABALHO MÉDICO ,1º Trimestre,2025,159782.97,NOK
1143922000110.0,UNIMED CACERES COOPERATIVA DE TRABALHO MÉDICO ,1º Trimestre,2025,31290.95,NOK
1143922000110.0,UNIMED CACERES COOPERATIVA DE TRABALHO MÉDICO ,1º Trimestre,2025,115366.57,NOK
1143922000110.0,UNIMED CACERES COOPERATIVA DE TRABALHO MÉDICO ,1º Trimestre,2025,1694.68,NOK
1143922000110.0,UNIMED CACERES COOPERATIVA DE TRABALHO MÉDICO ,1º Trimestre,2025,10299.07,NOK
1143922000110.0,UNIMED CACERES COOPERATIVA DE TRABALHO MÉDICO ,1º Trimestre,2025,1805138.0,NOK
1143922000110.0,UNIMED CACERES COOPERATIVA DE TRABALHO MÉDICO ,1º Trimestre,2025,172640.43,NOK
1143922000110.0,UNIMED CACERES COOPERATIVA DE TRABALHO MÉDICO ,1º Trimestre,2025,1187401.07,NOK
1143922000110.0,UNIMED CACERES COOPERATIVA DE TRABALHO MÉDICO ,1º Trimestre,2025,726682.19,NOK
1143922000110.0,UNIMED CACERES COOPERATIVA DE TRABALHO MÉDICO ,1º Trimestre,2025,19824.5,NOK
1143922000110.0,UNIMED CACERES COOPERATIVA DE TRABALHO MÉDICO ,1º Trimestre,2025,12200.0,NOK
1143922000110.0,UNIMED CACERES COOPERATIVA DE TRABALHO MÉDICO ,1º Trimestre,2025,184814.64,NOK
1143922000110.0,UNIMED CACERES COOPERATIVA DE TRABALHO MÉDICO ,1º Trimestre,2025,104939.67,NOK
1143922000110.0,UNIMED CACERES COOPERATIVA DE TRABALHO MÉDICO ,1º Trimestre,2025,7076.32,NOK
1143922000110.0,UNIMED CACERES COOPERATIVA DE TRABALHO MÉDICO ,1º Trimestre,2025,35009.13,NOK
82239476000144.0,UNIODONTO DE LONDRINA COOP. ODONTOLÓGICA,1º Trimestre,2025,245594.89,NOK
82239476000144.0,UNIODONTO DE LONDRINA COOP. ODONTOLÓGICA,1º Trimestre,2025,109420.46,NOK
82239476000144.0,UNIODONTO DE LONDRINA COOP. ODONTOLÓGICA,1º Trimestre,2025,72926.8,NOK
82239476000144.0,UNIODONTO DE LONDRINA COOP. ODONTOLÓGICA,1º Trimestre,2025,18159.23,NOK
82239476000144.0,UNIODONTO DE LONDRINA COOP. ODONTOLÓGICA,1º Trimestre,2025,61264.67,NOK
85283299000191.0,UNIMED CHAPECÓ - COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO OESTE CATARINENSE,1º Trimestre,2025,15807280.92,NOK
85283299000191.0,UNIMED CHAPECÓ - COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO OESTE CATARINENSE,1º Trimestre,2025,2024642.83,NOK
85283299000191.0,UNIMED CHAPECÓ - COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO OESTE CATARINENSE,1º Trimestre,2025,918416.11,NOK
85283299000191.0,UNIMED CHAPECÓ - COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO OESTE CATARINENSE,1º Trimestre,2025,2751399.91,NOK
85283299000191.0,UNIMED CHAPECÓ - COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO OESTE CATARINENSE,1º Trimestre,2025,1296219.71,NOK
85283299000191.0,UNIMED CHAPECÓ - COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO OESTE CATARINENSE,1º Trimestre,2025,25242082.91,NOK
85283299000191.0,UNIMED CHAPECÓ - COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO OESTE CATARINENSE,1º Trimestre,2025,28681716.97,NOK
85283299000191.0,UNIMED CHAPECÓ - COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO OESTE CATARINENSE,1º Trimestre,2025,3359.28,NOK
85283299000191.0,UNIMED CHAPECÓ - COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO OESTE CATARINENSE,1º Trimestre,2025,227605.4,NOK
85283299000191.0,UNIMED CHAPECÓ - COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO OESTE CATARINENSE,1º Trimestre,2025,34497.63,NOK
85283299000191.0,UNIMED CHAPECÓ - COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO OESTE CATARINENSE,1º Trimestre,2025,5193992.12,NOK
85283299000191.0,UNIMED CHAPECÓ - COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO OESTE CATARINENSE,1º Trimestre,2025,2117.09,NOK
85283299000191.0,UNIMED CHAPECÓ - COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO OESTE CATARINENSE,1º Trimestre,2025,343238.8,NOK
85283299000191.0,UNIMED CHAPECÓ - COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO OESTE CATARINENSE,1º Trimestre,2025,91774.39,NOK
85283299000191.0,UNIMED CHAPECÓ - COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO OESTE CATARINENSE,1º Trimestre,2025,5749679.85,NOK
85283299000191.0,UNIMED CHAPECÓ - COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO OESTE CATARINENSE,1º Trimestre,2025,16002.0,NOK
85283299000191.0,UNIMED CHAPECÓ - COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO OESTE CATARINENSE,1º Trimestre,2025,870.0,NOK
85283299000191.0,UNIMED CHAPECÓ - COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO OESTE CATARINENSE,1º Trimestre,2025,122292.37,NOK
85283299000191.0,UNIMED CHAPECÓ - COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO OESTE CATARINENSE,1º Trimestre,2025,601064.29,NOK
45467404000128.0,UNIMED DE REGISTRO COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,100663.39,NOK
45467404000128.0,UNIMED DE REGISTRO COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,3725095.05,NOK
45467404000128.0,UNIMED DE REGISTRO COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,1780517.5,NOK
54370630000187.0,IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PIRACICABA,1º Trimestre,2025,113861.98,NOK
89640452000141.0,UNIMED REGIÃO DA CAMPANHA/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,1º Trimestre,2025,96981.86,NOK
89640452000141.0,UNIMED REGIÃO DA CAMPANHA/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,1º Trimestre,2025,48121.01,NOK
89640452000141.0,UNIMED REGIÃO DA CAMPANHA/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,1º Trimestre,2025,1717.5,NOK
89640452000141.0,UNIMED REGIÃO DA CAMPANHA/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,1º Trimestre,2025,583741.17,NOK
89640452000141.0,UNIMED REGIÃO DA CAMPANHA/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,1º Trimestre,2025,35730.29,NOK
89640452000141.0,UNIMED REGIÃO DA CAMPANHA/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,1º Trimestre,2025,917.0,NOK
89640452000141.0,UNIMED REGIÃO DA CAMPANHA/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,1º Trimestre,2025,2242.32,NOK
89640452000141.0,UNIMED REGIÃO DA CAMPANHA/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,1º Trimestre,2025,5749.73,NOK
89640452000141.0,UNIMED REGIÃO DA CAMPANHA/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,1º Trimestre,2025,11801.36,NOK
89640452000141.0,UNIMED REGIÃO DA CAMPANHA/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,1º Trimestre,2025,25725.69,NOK
89640452000141.0,UNIMED REGIÃO DA CAMPANHA/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,1º Trimestre,2025,225.0,NOK
